student,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
3796,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
3612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
33290,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0
27613,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1
3838,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0
12230,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
12408,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1
16676,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1
24122,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1
52253,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
12126,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3201,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0
44659,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
30486,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
30500,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
30501,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1
30469,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30445,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0
39493,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12630,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
3926,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
42752,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0
3095,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1
12125,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1
3557,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0
11944,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0
12550,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12611,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
12631,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
13775,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
7140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7508,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0
7337,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0
52245,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1
7129,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
12037,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1
12040,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
7676,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7215,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1
12342,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0
12343,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1
12536,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0
7643,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0
7526,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
7369,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1
3214,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1
3614,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
7511,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1
7673,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1
23527,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
7563,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
7482,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
42163,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
3445,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
7666,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1
7430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3199,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0
3274,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
3568,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
3333,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
52562,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1
3207,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1
3554,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
3438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
52632,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1
3446,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1
57075,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0
3799,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
3436,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
3435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
7560,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
7597,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0
7219,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
7193,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0
12428,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0
39152,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0
7187,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0
7220,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0
7254,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0
3555,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
3096,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
3501,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0
3556,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0
3093,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
3500,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
7343,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7218,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
7141,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
7441,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
52724,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0
3090,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
3434,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
35390,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0
3945,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
3100,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
32799,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
32729,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0
3562,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0
32670,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0
32934,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0
32849,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
32611,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0
33256,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
33242,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0
45602,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0
33138,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1
33225,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32656,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0
27683,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0
55618,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
27917,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
27736,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
27645,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
33338,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1
33168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
27869,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
33291,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0
33139,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
33000,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
28019,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1
27858,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
28063,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0
27626,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
55534,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
33170,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1
52947,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
3567,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
3211,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
16683,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
32998,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1
32937,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1
32929,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1
32731,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
32932,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0
32997,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
16677,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
32930,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1
16667,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
14573,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0
55245,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
27615,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1
3566,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0
52935,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1
27159,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0
3859,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
3331,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
3886,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0
3276,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
3151,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0
33137,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0
3440,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
3338,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
33224,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
33317,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
45143,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0
33140,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
33209,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0
33226,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
33197,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1
33289,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0
33292,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0
3856,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
3681,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
31173,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
3205,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
33018,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0
32723,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
3840,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
32610,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1
3147,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1
32728,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
34399,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
32725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
3339,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32951,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
3206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
32779,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0
32746,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0
32800,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1
32933,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1
3682,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1
3150,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3739,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0
3148,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0
3888,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
32669,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1
3890,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
32825,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
3894,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1
32726,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1
32912,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32858,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3332,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1
3101,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0
3283,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
3738,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
3444,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0
27927,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
3443,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
44916,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0
3553,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0
27922,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
27849,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27872,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
27871,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0
27738,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
3099,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27915,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0
27801,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0
27995,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1
27722,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1
44711,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1
44658,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1
44662,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1
44743,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
44639,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
44786,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
44729,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
44709,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
44785,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
44687,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
44744,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
44745,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1
44746,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0
44641,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0
7147,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
7490,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
6716,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
7399,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
7596,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
7514,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
