student,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
37486,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1
55365,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0
37263,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
37692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37265,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0
37261,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0
55460,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
37805,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1
37688,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
37899,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1
37804,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1
37926,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
28395,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
37929,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1
37270,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0
37606,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
37814,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0
38025,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
37595,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0
37372,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
37691,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
37687,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
37922,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0
37696,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37921,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1
38030,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
55490,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
6232,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
37565,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
55467,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1
31989,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1
37690,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1
38008,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
6174,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
6212,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1
6211,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
6175,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
6251,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
22523,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
37258,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1
38004,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
37803,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1
38002,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
37665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
37664,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0
37452,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
30617,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
30618,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1
43547,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1
44284,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
30738,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
33715,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
53490,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
34176,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
30665,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
29012,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1
44256,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
33730,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
53481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30569,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
30567,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
34041,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
30716,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
33841,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1
31836,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
31993,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
31895,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1
31990,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
32102,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
31858,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1
31855,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
31755,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
32019,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
30694,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
32021,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
55009,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1
31752,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1
31799,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1
31938,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
31891,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0
9760,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1
31899,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1
54963,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1
56706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29522,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
29707,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29912,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
30019,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
29635,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
30015,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
29521,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
29585,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
29575,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
29838,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
29901,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1
30018,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1
33867,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1
33731,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
34042,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
33807,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
31988,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
32067,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
31940,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
31861,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
31935,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
31839,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1
31801,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
37105,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1
37134,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
37040,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0
36958,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0
37078,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
22402,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
22356,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0
43656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13585,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37147,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
13389,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
37043,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
36920,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
37038,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
20410,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
54430,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0
37073,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0
20500,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1
36994,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
53717,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1
29836,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
37033,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0
37039,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1
13743,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36923,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
37077,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
36995,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0
36885,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1
37106,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
37041,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
36996,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
37075,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1
13379,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
13537,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
13744,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0
13424,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
13466,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1
13732,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
13531,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1
37148,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1
37079,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
37042,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
36957,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
54852,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1
37108,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
22373,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1
36960,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
40619,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1
13538,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1
13423,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0
13676,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
39056,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
54842,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
13483,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1
16594,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
36886,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7121,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1
31898,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
33806,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1
31750,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1
32034,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0
31974,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
31783,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
54972,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
27639,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
7578,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
6403,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1
6418,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0
55646,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1
31932,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
7500,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
14611,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
7324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23243,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
7256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6417,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
31023,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1
57324,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
6363,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
7637,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
55123,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
7657,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1
31284,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
56299,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1
56907,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0
13934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23875,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
55633,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1
6375,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
53510,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1
20442,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1
30641,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0
37037,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
36883,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
37035,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0
10892,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
20470,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1
16455,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
37076,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0
57224,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
30566,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1
